,host_material,semiconductor_2,semiconductor_3,semiconductor_1_pct,semiconductor_2_pct,co_catalyst,co_catalyst_wt_pct,form,structure,bandgap_eV,full_catalyst,preparation_semiconductor,calcination_temp_semiconductor_C,calcination_time_semiconductor_h,preparation_photocatalyst,calcination_temp_photocatalyst_C,calcination_time_photocatalyst_h,light_type,light_source_type,light_power_W,light_power_reported,wavelength_cutoff_nm,is_xe_lamp,is_hg_lamp,is_led,is_uv,is_visible_light,catalyst_loading_g_L,catalyst_loading_mg,catalyst_loading_reported,reaction_volume_mL,glycerol_concentration_v_pct,glycerol_concentration_std,glycerol_concentration_reported,temperature_C,pH,HER_reported,HER_std_umol_g_h,DOI,source_url,paper_title,journal,year,authors,data_quality_flag,data_quality_note,confidence_HER,confidence_loading,confidence_volume,confidence_light,confidence_wavelength,confidence_pH,confidence_bandgap,metadata_completeness_score,experiment_hash,semi_bandgap_eV,semi_electron_affinity_eV,semi_dielectric,semi_crystal,semi_density,cocat_work_function,cocat_d_band_center,cocat_atomic_radius,cocat_electronegativity,cocat_price,log_HER
863,tio2,,,100.0,,,,nanoparticle,anatase,,tio2,,,0.0,,,0.0,visible,hg-xe lamp,450.0,450 w,420.0,1,1,0,0,1,1.0,50.0,1 g/l,50.0,10.0,1.3693,10 vol%,,,3000 μmol g⁻¹ h⁻¹,3000.0,10.1016/j.ijhydene.2018.12.095,https://doi.org/10.1016/j.ijhydene.2018.12.095,la-modified tio2/carbon nanotubes assembly nanocomposite for efficient photocatalytic hydrogen evolution from glycerol-water mixture,international journal of hydrogen energy,2019.0,tahir,needs_review,"catalyst loading calc: 1.0 g/l × 50.0 ml = 50.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.375,c79dd49a04fb0d11,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,8.006700845440367
862,tio2,,,100.0,,,,nanoparticle,anatase,,tio2,,,0.0,,,0.0,visible,hg-xe lamp,450.0,450 w,420.0,1,1,0,0,1,2.0,100.0,2 g/l,50.0,10.0,1.3693,10 vol%,,,2700 μmol g⁻¹ h⁻¹,2700.0,10.1016/j.ijhydene.2014.07.073,https://doi.org/10.1016/j.ijhydene.2014.07.073,experimental design as a tool to study the reaction parameters in hydrogen production from photoinduced reforming of glycerol over cds photocatalyst,international journal of hydrogen energy,2014.0,bastos et al.,needs_review,"catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.375,b046cabdaad1daeb,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,7.901377353792616
861,tio2,tan,,15.0,,,,nanocomposite,anatase,,tio2/tan,,,0.0,hydrothermal,,0.0,visible,hg-xe lamp,450.0,450 w,420.0,1,1,0,0,1,0.2,10.0,0.2 g/l,50.0,10.0,1.3693,10 vol%,,,15700 μmol g⁻¹ h⁻¹,15700.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,materials,2023.0,"ravi, p. et al.",needs_review,"catalyst loading calc: 0.2 g/l × 50.0 ml = 10.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,low,0.375,43dbf52494de29c8,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,9.661479683575521
860,tio2,tan,,5.0,,,,nanocomposite,anatase,,tio2/tan,,,0.0,hydrothermal,,0.0,visible,hg-xe lamp,450.0,450 w,420.0,1,1,0,0,1,0.2,10.0,0.2 g/l,50.0,10.0,1.3693,10 vol%,,,14500 μmol g⁻¹ h⁻¹,14500.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,materials,2023.0,"ravi, p. et al.",needs_review,"catalyst loading calc: 0.2 g/l × 50.0 ml = 10.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,low,0.375,788fcf0ee09fb306,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,9.581972891547895
859,tio2,tan,,10.0,,,,nanocomposite,anatase,,tio2/tan,,,0.0,hydrothermal,,0.0,visible,hg-xe lamp,450.0,450 w,420.0,1,1,0,0,1,0.2,10.0,0.2 g/l,50.0,10.0,1.3693,10 vol%,,,18200 μmol g⁻¹ h⁻¹,18200.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,materials,2023.0,"ravi, p. et al.",needs_review,"catalyst loading calc: 0.2 g/l × 50.0 ml = 10.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,low,0.375,ca1f1f317c0856a2,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,9.809231816610408
857,tio2,nio,,,7.5,,,nanosheets,anatase,,tio2/nio,hydrothermal,450.0,2.0,impregnation,450.0,2.0,visible,xe lamp,300.0,300 w,420.0,1,0,0,0,1,1.0,10.0,1 g/l,10.0,0.1,0.0137,0.1 vol%,,,8000 μmol g⁻¹ h⁻¹,8000.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,journal of colloid and interface science,2023.0,"eisapour, m. et al.",needs_review,"catalyst loading calc: 1.0 g/l × 10.0 ml = 10.00 mg; glycerol std: (0.1/100×1261)/92.09 = 0.0137 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,low,0.375,bc20a82ac816fb8e,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,8.987321812850125
856,tio2,nio,,,5.0,,,nanosheets,anatase,,tio2/nio,hydrothermal,450.0,2.0,impregnation,450.0,2.0,visible,xe lamp,300.0,300 w,420.0,1,0,0,0,1,1.0,10.0,1 g/l,10.0,0.1,0.0137,0.1 vol%,,,4000 μmol g⁻¹ h⁻¹,4000.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,journal of colloid and interface science,2023.0,"eisapour, m. et al.",needs_review,"catalyst loading calc: 1.0 g/l × 10.0 ml = 10.00 mg; glycerol std: (0.1/100×1261)/92.09 = 0.0137 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,low,0.375,3033e3788edbd270,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,8.294299608857235
855,tio2,carbon dot (cd),,,3.0,,,nanocomposite,anatase-rutile,,tio2/carbon dot (cd),,,0.0,hydrothermal,,0.0,visible,xe lamp,300.0,300 w,420.0,1,0,0,0,1,2.0,200.0,2 g/l,100.0,10.0,1.3693,10 vol%,,,330 μmol g⁻¹ h⁻¹,330.0,10.3390/coatings14010131,https://doi.org/10.3390/coatings14010131,needs_verification,nanocomposites: reusable photocatalyst for sustainable h2 production via photoreforming of green organic compounds. coatings,2024.0,"falara p, p. et al.",needs_review,"catalyst loading calc: 2.0 g/l × 100.0 ml = 200.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,low,0.375,f54cdf487390031c,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,5.802118375377063
854,zno,,,100.0,,,,nanoparticle,,,zno,,,0.0,,,0.0,visible,xe lamp,300.0,300 w,365.0,1,0,0,0,1,0.3,24.0,0.3 g/l,80.0,10.0,1.3693,10 vol%,,,10200 μmol g⁻¹ h⁻¹,10200.0,10.2495/esus170321,https://doi.org/10.2495/esus170321,an experimental study of the photocatalytic hydrogen production in the laboratory-scale set-up depending on the process conditions,,2017.0,stelmachowski and k. bednarczyk and m. gmurek,needs_review,catalyst loading calc: 0.3 g/l × 80.0 ml = 24.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,medium,low,low,0.375,02148559d778042f,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,9.23024103368252
853,sral2o4,ag2o,,96.0,,,,nanocomposite,,2.64,sral2o4/ag2o,sol-gel,,0.0,impregnation,,0.0,visible,xe lamp,,,420.0,1,0,0,0,1,1.2,120.0,1.2 g/l,100.0,10.0,1.3693,10 vol%,25.0,,288.88 μmol g⁻¹ h⁻¹,288.88,10.1016/j.renene.2020.05.168,https://doi.org/10.1016/j.renene.2020.05.168,rational design of ru(ii)-phenanthroline complex embedded porous tio2 photocatalyst for efficient hydrogen production,international journal of hydrogen energy,2020.0,gonuguntla et al.,needs_review,catalyst loading calc: 1.2 g/l × 100.0 ml = 120.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,medium,low,high,0.375,8477c024089aea98,5.8,1.5,9.8,5.0,3.5,0.0,0.0,0.0,0.0,0.0,5.669467044241081
532,la0.2na0.98tao3,,,100.0,,pt,1.5,nanoparticle,,3.89,1.5wt%pt/la0.2na0.98tao3,sol-gel,450.0,4.0,photodeposition,,0.0,uv,xe lamp,500.0,500 w,,1,0,0,1,0,2.0,400.0,2 g/l,200.0,10.0,1.3693,10 vol%,,,200.39 μmol g⁻¹ h⁻¹,200.39,10.1016/j.ijhydene.2017.04.239,https://doi.org/10.1016/j.ijhydene.2017.04.239,photocatalytic h2 production from glycerol–water mixtures over ni/γ-al2o3 and tio2 composite systems,international journal of hydrogen energy,2017.0,gullapelli and s. m. s. scurrell and d. k. valluri,needs_review,catalyst loading calc: 2.0 g/l × 200.0 ml = 400.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; doi resolved via crossref api,high,medium,high,high,low,low,high,0.375,67e56646ab31437f,4.0,3.5,45.0,7.0,7.8,5.65,-2.25,139.0,2.28,5.0,5.30524332661877
531,la0.2na0.98tao3,,,100.0,,pt,1.5,nanoparticle,,3.89,1.5wt%pt/la0.2na0.98tao3,sol-gel,450.0,4.0,photodeposition,,0.0,uv,xe lamp,500.0,500 w,,1,0,0,1,0,1.5,300.0,1.5 g/l,200.0,10.0,1.3693,10 vol%,,,138.73 μmol g⁻¹ h⁻¹,138.73,10.1016/j.ijhydene.2017.04.239,https://doi.org/10.1016/j.ijhydene.2017.04.239,photocatalytic h2 production from glycerol–water mixtures over ni/γ-al2o3 and tio2 composite systems,international journal of hydrogen energy,2017.0,gullapelli and s. m. s. scurrell and d. k. valluri,needs_review,catalyst loading calc: 1.5 g/l × 200.0 ml = 300.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; doi resolved via crossref api,high,medium,high,high,low,low,high,0.375,1d9152ef3f95d1b1,4.0,3.5,45.0,7.0,7.8,5.65,-2.25,139.0,2.28,5.0,4.939711989092356
530,la0.2na0.98tao3,,,100.0,,pt,1.5,nanoparticle,,3.89,1.5wt%pt/la0.2na0.98tao3,sol-gel,450.0,4.0,photodeposition,,0.0,uv,xe lamp,500.0,500 w,,1,0,0,1,0,1.0,200.0,1 g/l,200.0,10.0,1.3693,10 vol%,,,104.05 μmol g⁻¹ h⁻¹,104.05,10.1016/j.ijhydene.2017.04.239,https://doi.org/10.1016/j.ijhydene.2017.04.239,photocatalytic h2 production from glycerol–water mixtures over ni/γ-al2o3 and tio2 composite systems,international journal of hydrogen energy,2017.0,gullapelli and s. m. s. scurrell and d. k. valluri,needs_review,catalyst loading calc: 1.0 g/l × 200.0 ml = 200.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; doi resolved via crossref api,high,medium,high,high,low,low,high,0.375,5e59b04be1e4b0ae,4.0,3.5,45.0,7.0,7.8,5.65,-2.25,139.0,2.28,5.0,4.654436427291009
529,la0.2na0.98tao3,,,100.0,,pt,1.5,nanoparticle,,3.89,1.5wt%pt/la0.2na0.98tao3,sol-gel,450.0,4.0,photodeposition,,0.0,uv,xe lamp,500.0,500 w,,1,0,0,1,0,0.5,100.0,0.5 g/l,200.0,10.0,1.3693,10 vol%,,,65.51 μmol g⁻¹ h⁻¹,65.51,10.1016/j.ijhydene.2017.04.239,https://doi.org/10.1016/j.ijhydene.2017.04.239,photocatalytic h2 production from glycerol–water mixtures over ni/γ-al2o3 and tio2 composite systems,international journal of hydrogen energy,2017.0,gullapelli and s. m. s. scurrell and d. k. valluri,needs_review,catalyst loading calc: 0.5 g/l × 200.0 ml = 100.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; doi resolved via crossref api,high,medium,high,high,low,low,high,0.375,e25e24d3e82f4286,4.0,3.5,45.0,7.0,7.8,5.65,-2.25,139.0,2.28,5.0,4.19735231229633
528,la0.2na0.98tao3,,,100.0,,pt,2.0,nanoparticle,,3.88,2wt%pt/la0.2na0.98tao3,sol-gel,450.0,4.0,photodeposition,,0.0,uv,xe lamp,500.0,500 w,,1,0,0,1,0,0.25,50.0,0.25 g/l,200.0,10.0,1.3693,10 vol%,,,151.3 μmol g⁻¹ h⁻¹,151.3,10.1016/j.ijhydene.2017.04.239,https://doi.org/10.1016/j.ijhydene.2017.04.239,photocatalytic h2 production from glycerol–water mixtures over ni/γ-al2o3 and tio2 composite systems,international journal of hydrogen energy,2017.0,gullapelli and s. m. s. scurrell and d. k. valluri,needs_review,catalyst loading calc: 0.25 g/l × 200.0 ml = 50.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; doi resolved via crossref api,high,medium,high,high,low,low,high,0.375,c00b10f38f150e28,4.0,3.5,45.0,7.0,7.8,5.65,-2.25,139.0,2.28,5.0,5.025852259901116
527,la0.2na0.98tao3,,,100.0,,pt,1.5,nanoparticle,,3.89,1.5wt%pt/la0.2na0.98tao3,sol-gel,450.0,4.0,photodeposition,,0.0,uv,xe lamp,500.0,500 w,,1,0,0,1,0,0.25,50.0,0.25 g/l,200.0,10.0,1.3693,10 vol%,,,150 μmol g⁻¹ h⁻¹,150.0,10.1016/j.ijhydene.2017.04.239,https://doi.org/10.1016/j.ijhydene.2017.04.239,photocatalytic h2 production from glycerol–water mixtures over ni/γ-al2o3 and tio2 composite systems,international journal of hydrogen energy,2017.0,gullapelli and s. m. s. scurrell and d. k. valluri,needs_review,catalyst loading calc: 0.25 g/l × 200.0 ml = 50.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; doi resolved via crossref api,high,medium,high,high,low,low,high,0.375,82d82c910861819b,4.0,3.5,45.0,7.0,7.8,5.65,-2.25,139.0,2.28,5.0,5.017279836814924
526,la0.2na0.98tao3,,,100.0,,pt,1.0,nanoparticle,,3.97,1wt%pt/la0.2na0.98tao3,sol-gel,450.0,4.0,photodeposition,,0.0,uv,xe lamp,500.0,500 w,,1,0,0,1,0,0.25,50.0,0.25 g/l,200.0,10.0,1.3693,10 vol%,,,86.16 μmol g⁻¹ h⁻¹,86.16,10.1016/j.ijhydene.2017.04.239,https://doi.org/10.1016/j.ijhydene.2017.04.239,photocatalytic h2 production from glycerol–water mixtures over ni/γ-al2o3 and tio2 composite systems,international journal of hydrogen energy,2017.0,gullapelli and s. m. s. scurrell and d. k. valluri,needs_review,catalyst loading calc: 0.25 g/l × 200.0 ml = 50.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; doi resolved via crossref api,high,medium,high,high,low,low,high,0.375,b2ddba83597578ca,4.0,3.5,45.0,7.0,7.8,5.65,-2.25,139.0,2.28,5.0,4.467745510076419
883,tio2,,,100.0,,,,nanoparticle,anatase-rutile,,tio2,,,0.0,,,0.0,uv,,,,,0,0,0,1,0,0.5,1.0,0.5 g/l,2.0,10.0,1.3693,10 vol%,25.0,,93 μmol g⁻¹ h⁻¹,93.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,energy conversion and management,2023.0,"zhang, j. et al.",needs_review,catalyst loading calc: 0.5 g/l × 2.0 ml = 1.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor,high,medium,high,low,low,low,low,0.375,b4cfb42801bedebb,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,4.543294782270004
880,wo3,,,100.0,,,,nanocomposite,,2.76,wo3,,,0.0,sol-gel,,0.0,visible,xe lamp,500.0,500 w,420.0,1,0,0,0,1,1.0,200.0,1 g/l,200.0,10.0,1.3693,10 vol%,,,198.68 μmol g⁻¹ h⁻¹,198.68,needs_verification,,needs_verification,,2024.0,"soha, m. et al.",needs_review,"catalyst loading calc: 1.0 g/l × 200.0 ml = 200.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,high,0.375,9bab896c9cfacde5,2.7,5.24,42.0,5.0,7.16,0.0,0.0,0.0,0.0,0.0,5.296716085181063
879,tio2,,,100.0,,,,nanocomposite,,3.1,tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,150.0,150 w,365.0,0,1,0,1,0,0.5,5.0,0.5 g/l,10.0,10.0,1.3693,10 vol%,,,1670 μmol g⁻¹ h⁻¹,1670.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,molecular catalysis,2023.0,"balsamo s, a. et al.",needs_review,catalyst loading calc: 0.5 g/l × 10.0 ml = 5.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor,high,medium,high,high,medium,low,high,0.375,aa0c6401a1a7b891,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,7.421177528595393
878,tio2,go,,,,,,nanocomposite,,2.6,tio2/go,,,0.0,photodeposition,,0.0,uv,hg lamp,150.0,150 w,365.0,0,1,0,1,0,0.5,5.0,0.5 g/l,10.0,10.0,1.3693,10 vol%,,,4830 μmol g⁻¹ h⁻¹,4830.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,molecular catalysis,2023.0,"balsamo s, a. et al.",needs_review,catalyst loading calc: 0.5 g/l × 10.0 ml = 5.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor,high,medium,high,high,medium,low,high,0.375,f51dbdbb94e0aedb,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,8.482808764554406
877,tio2,rgo,,,1.0,,,nanocomposite,,2.8,tio2/rgo,,,0.0,photodeposition,,0.0,uv,hg lamp,150.0,150 w,365.0,0,1,0,1,0,0.5,5.0,0.5 g/l,10.0,10.0,1.3693,10 vol%,,,14000 μmol g⁻¹ h⁻¹,14000.0,10.1016/j.apcatb.2017.03.016,https://doi.org/10.1016/j.apcatb.2017.03.016,photocatalytic valorization of glycerol to hydrogen: optimization of operating parameters by artificial neural network,applied catalysis b: environmental,2017.0,estahbanati et al.,needs_review,catalyst loading calc: 0.5 g/l × 10.0 ml = 5.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,medium,low,high,0.375,c67311e79ed4465a,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,9.546884034617925
876,tio2,,,100.0,,,,nanocomposite,,3.1,tio2,,,0.0,photodeposition,,0.0,visible,xe lamp,150.0,150 w,420.0,1,0,0,0,1,1.0,5.0,1 g/l,5.0,10.0,1.3693,10 vol%,,,200 μmol g⁻¹ h⁻¹,200.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,international journal of hydrogen energy,2022.0,"zhong, w. et al.",needs_review,"catalyst loading calc: 1.0 g/l × 5.0 ml = 5.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,high,0.375,35ac0b09e02f12e0,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,5.303304908059076
875,tio2,go,,,1.0,,,nanocomposite,,2.6,tio2/go,,,0.0,photodeposition,,0.0,visible,xe lamp,150.0,150 w,420.0,1,0,0,0,1,1.0,5.0,1 g/l,5.0,10.0,1.3693,10 vol%,,,350 μmol g⁻¹ h⁻¹,350.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,international journal of hydrogen energy,2022.0,"zhong, w. et al.",needs_review,"catalyst loading calc: 1.0 g/l × 5.0 ml = 5.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,high,0.375,c18935fd9263766e,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,5.860786223465865
874,tio2,rgo,,,1.0,,,nanocomposite,,2.8,tio2/rgo,,,0.0,photodeposition,,0.0,visible,xe lamp,150.0,150 w,420.0,1,0,0,0,1,1.0,5.0,1 g/l,5.0,10.0,1.3693,10 vol%,,,350 μmol g⁻¹ h⁻¹,350.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,international journal of hydrogen energy,2022.0,"zhong, w. et al.",needs_review,"catalyst loading calc: 1.0 g/l × 5.0 ml = 5.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff)",high,medium,high,high,medium,low,high,0.375,f1ba52f2b9a8c23d,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,5.860786223465865
873,ceo2,,,100.0,,,,nanocomposite,,,ceo2,,,0.0,photodeposition,,0.0,visible,xe lamp,150.0,150 w,420.0,1,0,0,0,1,1.0,5.0,1 g/l,5.0,10.0,1.3693,10 vol%,,,5 μmol g⁻¹ h⁻¹,5.0,10.1016/j.ijhydene.2018.12.095,https://doi.org/10.1016/j.ijhydene.2018.12.095,la-modified tio2/carbon nanotubes assembly nanocomposite for efficient photocatalytic hydrogen evolution from glycerol-water mixture,international journal of hydrogen energy,2019.0,tahir,needs_review,"catalyst loading calc: 1.0 g/l × 5.0 ml = 5.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.375,0643d23c5cc56f9a,3.1,4.4,26.0,4.0,7.22,0.0,0.0,0.0,0.0,0.0,1.791759469228055
195,tio2,rgo,,96.0,,cu,0.5,nanoparticle,anatase,,0.5wt%cu/tio2/rgo,hydrothermal,,0.0,impregnation,,0.0,visible,,,,,0,0,0,0,1,,,,50.0,5.0,0.6847,5 vol%,25.0,,38986 μmol g⁻¹ h⁻¹,38986.0,10.1016/j.apsusc.2018.01.282,https://doi.org/10.1016/j.apsusc.2018.01.282,facile construction of ternary cufe2o4-tio2 nanocomposite supported reduced graphene oxide (rgo) photocatalysts for the efficient hydrogen production,applied surface science,2018.0,hafeez et al.,needs_review,glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; doi resolved via crossref api,high,low,high,low,low,low,low,0.25,386f17bca8716e75,3.2,4.21,86.0,1.0,3.89,4.65,-2.67,128.0,1.9,2.0,10.570983536210546
196,tio2,rgo,,96.0,,cu,0.5,nanoparticle,anatase,,0.5wt%cu/tio2/rgo,hydrothermal,,0.0,impregnation,,0.0,visible,,,,,0,0,0,0,1,,,,50.0,10.0,1.3693,10 vol%,25.0,,45236 μmol g⁻¹ h⁻¹,45236.0,10.1016/j.apsusc.2018.01.282,https://doi.org/10.1016/j.apsusc.2018.01.282,facile construction of ternary cufe2o4-tio2 nanocomposite supported reduced graphene oxide (rgo) photocatalysts for the efficient hydrogen production,applied surface science,2018.0,hafeez et al.,needs_review,glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; doi resolved via crossref api,high,low,high,low,low,low,low,0.25,cb9f895ce5988c39,3.2,4.21,86.0,1.0,3.89,4.65,-2.67,128.0,1.9,2.0,10.719670615033905
197,tio2,rgo,,96.0,,cu,0.5,nanoparticle,anatase,,0.5wt%cu/tio2/rgo,hydrothermal,,0.0,impregnation,,0.0,visible,,,,,0,0,0,0,1,,,,50.0,15.0,2.054,15 vol%,25.0,,46269 μmol g⁻¹ h⁻¹,46269.0,10.1016/j.apsusc.2018.01.282,https://doi.org/10.1016/j.apsusc.2018.01.282,facile construction of ternary cufe2o4-tio2 nanocomposite supported reduced graphene oxide (rgo) photocatalysts for the efficient hydrogen production,applied surface science,2018.0,hafeez et al.,needs_review,glycerol std: (15.0/100×1261)/92.09 = 2.0540 m; doi resolved via crossref api,high,low,high,low,low,low,low,0.25,c01af541abbf0e45,3.2,4.21,86.0,1.0,3.89,4.65,-2.67,128.0,1.9,2.0,10.742249081901045
199,tio2,rgo,,96.0,,cu,0.5,nanoparticle,anatase,,0.5wt%cu/tio2/rgo,hydrothermal,,0.0,impregnation,,0.0,visible,,,,,0,0,0,0,1,,,,50.0,25.0,3.4233,25 vol%,25.0,,46630 μmol g⁻¹ h⁻¹,46630.0,10.1016/j.apsusc.2018.01.282,https://doi.org/10.1016/j.apsusc.2018.01.282,facile construction of ternary cufe2o4-tio2 nanocomposite supported reduced graphene oxide (rgo) photocatalysts for the efficient hydrogen production,applied surface science,2018.0,hafeez et al.,needs_review,glycerol std: (25.0/100×1261)/92.09 = 3.4233 m; doi resolved via crossref api,high,low,high,low,low,low,low,0.25,e36fb18638dcb132,3.2,4.21,86.0,1.0,3.89,4.65,-2.67,128.0,1.9,2.0,10.750020834993819
198,tio2,rgo,,96.0,,cu,0.5,nanoparticle,anatase,,0.5wt%cu/tio2/rgo,hydrothermal,,0.0,impregnation,,0.0,visible,,,,,0,0,0,0,1,,,,50.0,20.0,2.7386,20 vol%,25.0,,48000 μmol g⁻¹ h⁻¹,48000.0,10.1016/j.apsusc.2018.01.282,https://doi.org/10.1016/j.apsusc.2018.01.282,facile construction of ternary cufe2o4-tio2 nanocomposite supported reduced graphene oxide (rgo) photocatalysts for the efficient hydrogen production,applied surface science,2018.0,hafeez et al.,needs_review,glycerol std: (20.0/100×1261)/92.09 = 2.7386 m; doi resolved via crossref api,high,low,high,low,low,low,low,0.25,a0d90168a51cbf28,3.2,4.21,86.0,1.0,3.89,4.65,-2.67,128.0,1.9,2.0,10.778977123006351
